06-09-13_900_930,3.4
06-09-13_930_960,3.9
06-09-13_990_1020,-0.2
06-09-13_1020_1050,7.9
06-09-13_1050_1080,5.4
06-09-13_1080_1110,0.2
06-09-13_1110_1140,6.6
06-09-13_1140_1170,0.4
06-09-13_1170_1200,-1.1
06-09-13_1230_1260,-2
06-09-13_1290_1320,-1
06-09-13_1380_1410,6.4
06-09-13_1410_1440,8.9
06-09-13_1440_1470,8.3
06-09-13_1470_1500,8.2
06-09-13_1500_1530,9.7
06-09-13_1530_1560,1.8
06-09-13_1560_1590,-2.4
06-09-13_1650_1680,0.4
06-09-13_1680_1710,-3.8
06-09-13_1710_1740,0.4
06-09-13_1770_1800,4.6
06-09-13_1800_1830,7.8
06-09-13_1830_1860,5.2
06-09-13_1890_1920,7.7
06-09-13_1920_1950,7
06-09-13_1950_1980,-2
06-09-13_1980_2010,1.7
06-09-13_2010_2040,5.6
06-09-13_2040_2070,8.2
06-09-13_2070_2100,8
06-09-13_2100_2130,6.3
06-09-13_2160_2190,3.8
06-09-13_2190_2220,3.7
06-09-13_2220_2250,2.4
06-09-13_2250_2280,1.9
06-09-13_2280_2310,2.4
06-09-13_2310_2340,8.5
06-09-13_2340_2370,-3.7
06-09-13_2370_2400,2.2
06-09-13_2400_2430,-2.6
06-09-20_240_270,-6
06-09-20_420_450,-4.1
06-09-20_1080_1110,-4.9
06-09-20_1110_1140,-4.9
06-09-20_1170_1200,-4
06-09-20_1320_1350,-3.7
06-09-20_1350_1380,-6
06-09-20_1500_1530,-4.1
06-09-20_1620_1650,-1.6
06-09-20_1770_1800,-5.4
06-09-20_1860_1890,-6.8
06-09-20_1920_1950,-2.6
06-09-20_2010_2040,-2.4
06-09-27_150_180,-6.5
06-09-27_180_210,-6.6
06-09-27_240_270,-3.8
06-09-27_300_330,-5.8
06-09-27_420_450,-4.9
06-09-27_480_510,-5.1
06-09-27_540_570,-2
06-09-27_630_660,-2.8
06-09-27_660_690,-0.5
06-09-27_720_750,-5.6
06-09-27_750_780,-2.7
06-09-27_780_810,-4
06-09-27_930_960,-3.2
06-09-27_960_990,-3.3
06-09-27_1230_1260,-2.1
06-09-27_1260_1290,-0.3
06-09-27_1290_1320,-5.6
06-09-27_1410_1440,-1.1
06-09-27_1710_1740,-4.1
06-09-27_1830_1860,-2.9
06-09-27_1920_1950,-5.9
06-09-27_2070_2100,-4.3
06-10-04_240_270,-1.7
06-10-04_540_570,-3.1
06-10-04_570_600,-1.5
06-10-04_660_690,0.2
06-10-04_720_750,1
06-10-04_750_780,-0.6
06-10-04_810_840,3.7
06-10-04_900_930,0.2
06-10-04_930_960,1.3
06-10-04_960_990,4.9
06-10-04_1140_1170,-2
06-10-04_1260_1290,-1.1
06-10-04_1290_1320,0.9
06-10-04_1320_1350,-2.7
06-10-04_1380_1410,4.1
06-10-04_1410_1440,1.8
06-10-04_1440_1470,-0.5
06-10-04_1530_1560,4.2
06-10-04_1560_1590,3.3
06-10-04_1620_1650,1.1
06-10-04_1680_1710,-2.3
06-10-04_1710_1740,0.1
06-10-04_1740_1770,-2.5
06-10-04_1800_1830,-2.3
06-10-04_1830_1860,0.2
06-10-04_1920_1950,2.8
06-10-04_1950_1980,1.3
06-10-04_2040_2070,2.2
06-10-04_2070_2100,-3.5
06-10-04_2160_2190,-1.4
06-10-04_2190_2220,-0.6
06-10-04_2250_2280,-0.1
06-10-04_2310_2340,-0.8
06-10-11_450_480,-2.4
06-10-11_570_600,-3.5
06-10-11_630_660,-5.5
06-10-11_660_690,-4.6
06-10-11_720_750,-1.8
06-10-11_750_780,-3.8
06-10-11_780_810,-1.9
06-10-11_840_870,-6.1
06-10-11_900_930,-5.2
06-10-11_930_960,-1.5
06-10-11_990_1020,-5.3
06-10-11_1020_1050,-3
06-10-11_1140_1170,-3
06-10-11_1170_1200,-2.6
06-10-11_1200_1230,-3.7
06-10-11_1350_1380,-2.8
06-10-11_1380_1410,-6.1
06-10-11_1560_1590,-3.7
06-10-11_1590_1620,-4.5
06-10-11_1710_1740,-3.2
06-10-11_1770_1800,-2.2
06-10-11_1830_1860,-0.9
06-10-11_1860_1890,-3.6
06-10-11_1890_1920,2.1
06-10-11_1950_1980,-3
06-10-11_2040_2070,-3.7
06-10-11_2190_2220,-4.5
06-10-18_270_300,-6.4
06-10-18_390_420,-5.6
06-10-18_480_510,-3.1
06-10-18_540_570,-2.8
06-10-18_570_600,3.3
06-10-18_600_630,-4
06-10-18_750_780,-5.4
06-10-18_840_870,-7.3
06-10-18_930_960,-1.3
06-10-18_990_1020,2.9
06-10-18_1020_1050,0.9
06-10-18_1080_1110,3.2
06-10-18_1200_1230,-1.6
06-10-18_1230_1260,-3.6
06-10-18_1290_1320,-2.7
06-10-18_1320_1350,-0.9
06-10-18_1380_1410,-4.2
06-10-18_1500_1530,0.7
06-10-18_1620_1650,-0.8
06-10-18_1680_1710,-5.8
06-10-18_1800_1830,0.6
06-10-18_1890_1920,-6.1
06-10-18_1950_1980,-1.1
06-10-18_2010_2040,3.5
06-10-18_2100_2130,0.5
06-10-18_2130_2160,-3.2
06-10-18_2220_2250,-5.7
06-10-18_2280_2310,0.3
06-10-18_2340_2370,-2.2
06-11-08_240_270,-4.7
06-11-08_300_330,-6.2
06-11-08_330_360,-5.1
06-11-08_360_390,-6.2
06-11-08_450_480,4.2
06-11-08_480_510,1.8
06-11-08_510_540,4.6
06-11-08_540_570,5.4
06-11-08_600_630,-1.6
06-11-08_660_690,6.5
06-11-08_690_720,3
06-11-08_720_750,8.5
06-11-08_750_780,9.7
06-11-08_840_870,5
06-11-08_870_900,7.7
06-11-08_900_930,7.2
06-11-08_960_990,4.6
06-11-08_990_1020,2.7
06-11-08_1050_1080,2.3
06-11-08_1080_1110,1.8
06-11-08_1110_1140,5.8
06-11-08_1170_1200,5.5
06-11-08_1200_1230,8.4
06-11-08_1230_1260,6
06-11-08_1260_1290,7.3
06-11-08_1290_1320,6.5
06-11-08_1350_1380,4.5
06-11-08_1380_1410,8
06-11-08_1410_1440,7.4
06-11-08_1470_1500,1.6
06-11-08_1530_1560,3.8
06-11-08_1560_1590,-1.9
06-11-08_1650_1680,4.7
06-11-08_1710_1740,4.6
06-11-08_1740_1770,6.2
06-11-08_1770_1800,5.1
06-11-08_1800_1830,6.2
06-11-08_1860_1890,-1.9
06-11-08_1920_1950,1.6
06-11-08_1950_1980,1.8
06-11-08_1980_2010,2.7
06-11-08_2010_2040,4.6
06-11-08_2040_2070,4.2
06-11-08_2070_2100,7
06-11-08_2100_2130,6
06-11-08_2130_2160,4.1
06-11-08_2160_2190,-1
06-11-08_2220_2250,4
06-11-15_210_240,-2
06-11-15_240_270,-4.9
06-11-15_270_300,-4
06-11-15_300_330,-2.6
06-11-15_390_420,-2.7
06-11-15_540_570,-2.9
06-11-15_930_960,-3.3
06-11-15_990_1020,-2.9
06-11-15_1110_1140,-2.5
06-11-15_1230_1260,-1.7
06-11-15_1560_1590,-4.2
06-11-15_1620_1650,-5
06-11-15_1650_1680,-4.4
06-11-15_1680_1710,0.4
06-11-15_1890_1920,0.3
06-11-15_2070_2100,-0.9
06-11-15_2310_2340,-4.5
06-11-22_360_390,-7.2
06-11-22_480_510,-5
06-11-22_510_540,-7.3
06-11-22_630_660,-4.6
06-11-22_720_750,-4.5
06-11-22_780_810,-4.8
06-11-22_840_870,-5.6
06-11-22_870_900,-5
06-11-22_900_930,-6.6
06-11-22_1020_1050,-6.2
06-11-22_1110_1140,-5.6
06-11-22_1170_1200,-6
06-11-22_1350_1380,-4.8
06-11-22_1380_1410,-4.9
06-11-22_1440_1470,-4.9
06-11-22_1470_1500,-2.4
06-11-22_1620_1650,-6.6
06-11-22_1680_1710,-1.7
06-11-22_1740_1770,-3.6
06-11-22_2010_2040,-5.8
06-11-29_180_210,-7
06-11-29_270_300,-5.1
06-11-29_630_660,-5.7
06-11-29_780_810,-3.7
06-11-29_900_930,-3.5
06-11-29_990_1020,-3.8
06-11-29_1140_1170,-4
06-11-29_1200_1230,-5.8
06-11-29_1290_1320,-1.4
06-11-29_1380_1410,-3.6
06-11-29_1440_1470,-5.6
06-11-29_1500_1530,-4.5
06-11-29_1740_1770,-1.8
06-11-29_1830_1860,-4.6
06-11-29_1950_1980,-1.6
06-11-29_2070_2100,-4.6
06-11-29_2100_2130,-4.9
06-11-29_2280_2310,-4.7
06-11-29_2400_2430,-6
06-11-29_2430_2460,-2.1
06-12-06_180_210,-5.4
06-12-06_240_270,-6.2
06-12-06_300_330,-7.9
06-12-06_390_420,-3
06-12-06_480_510,-5.8
06-12-06_780_810,-3.4
06-12-06_840_870,-5.6
06-12-06_930_960,-4
06-12-06_960_990,-2.9
06-12-06_990_1020,0.4
06-12-06_1050_1080,-3.4
06-12-06_1290_1320,-2.8
06-12-06_1350_1380,0.4
06-12-06_1500_1530,-3.8
06-12-06_1590_1620,-4
06-12-06_1770_1800,-3.3
06-12-13_240_270,-4.9
06-12-13_270_300,-6.8
06-12-13_390_420,-4.1
06-12-13_420_450,-4.2
06-12-13_600_630,-5.5
06-12-13_630_660,-2.4
06-12-13_690_720,6.5
06-12-13_720_750,4.4
06-12-13_750_780,-4.1
06-12-13_780_810,-7.8
06-12-13_810_840,2
06-12-13_840_870,-2.2
06-12-13_870_900,1.8
06-12-13_900_930,-1.4
06-12-13_960_990,-7.7
06-12-13_1020_1050,-4.8
06-12-13_1080_1110,-2.7
06-12-13_1140_1170,-1.6
06-12-13_1170_1200,-2.1
06-12-13_1200_1230,0.4
06-12-13_1260_1290,-4.3
06-12-13_1290_1320,-5.3
06-12-13_1350_1380,-2.5
06-12-13_1560_1590,2.5
06-12-13_1590_1620,0.3
06-12-13_1620_1650,-0.5
06-12-13_1680_1710,-2.5
06-12-13_1710_1740,1.7
06-12-13_1740_1770,5.3
06-12-13_1770_1800,2.1
06-12-13_1800_1830,3.9
06-12-13_1830_1860,2.1
06-12-13_1890_1920,-1.8
06-12-13_1920_1950,3.1
06-12-13_1950_1980,3.4
06-12-13_2010_2040,-1.9
06-12-13_2040_2070,-0.5
06-12-13_2070_2100,-4.9
06-12-13_2100_2130,0.2
06-12-13_2160_2190,3.1
06-12-13_2190_2220,4.8
06-12-13_2220_2250,-0.4
06-12-13_2250_2280,-6.3
06-12-20_150_180,-4.7
06-12-20_270_300,-3.9
06-12-20_360_390,-2.1
06-12-20_390_420,-1
06-12-20_480_510,-5.2
06-12-20_510_540,0
06-12-20_540_570,-1.6
06-12-20_570_600,-3.5
06-12-20_600_630,-3.2
06-12-20_690_720,1.3
06-12-20_750_780,2.1
06-12-20_780_810,3.8
06-12-20_810_840,4.6
06-12-20_840_870,0.1
06-12-20_900_930,4.8
06-12-20_930_960,6.3
06-12-20_990_1020,3.9
06-12-20_1020_1050,2.5
06-12-20_1050_1080,1
06-12-20_1080_1110,-4.3
06-12-20_1110_1140,-1.7
06-12-20_1140_1170,5.3
06-12-20_1230_1260,3.2
06-12-20_1260_1290,3.8
06-12-20_1290_1320,6.7
06-12-20_1320_1350,5.3
06-12-20_1350_1380,1.2
06-12-20_1410_1440,-1.7
06-12-20_1440_1470,-1.9
06-12-20_1530_1560,-0.4
06-12-20_1560_1590,-3
06-12-20_1590_1620,-0.7
06-12-20_1620_1650,2.9
06-12-20_1710_1740,-3.5
06-12-20_1740_1770,-2.2
06-12-20_1800_1830,-2.1
06-12-20_1830_1860,1.1
06-12-20_1860_1890,-3.3
06-12-20_1890_1920,-4.1
06-12-20_1950_1980,5.2
06-12-20_1980_2010,2.5
06-12-20_2070_2100,4.4
06-12-20_2100_2130,7.2
06-12-20_2130_2160,2.6
06-12-20_2220_2250,-2.4
07-01-17_150_180,-4.2
07-01-17_240_270,-4.6
07-01-17_330_360,-6.3
07-01-17_450_480,-6.6
07-01-17_600_630,-2
07-01-17_690_720,-2.8
07-01-17_780_810,-4.6
07-01-17_810_840,-4.6
07-01-17_840_870,-3.4
07-01-17_870_900,-1.3
07-01-17_900_930,-4.7
07-01-17_930_960,-4.8
07-01-17_990_1020,-1.1
07-01-17_1020_1050,-2.9
07-01-17_1050_1080,-3.7
07-01-17_1080_1110,-0.5
07-01-17_1110_1140,1.4
07-01-17_1230_1260,0.6
07-01-17_1260_1290,-3.8
07-01-17_1290_1320,-4.3
07-01-17_1320_1350,-2.6
07-01-17_1350_1380,-5.4
07-01-17_1380_1410,-0.5
07-01-17_1440_1470,-2.1
07-01-17_1530_1560,-4.7
07-01-17_1560_1590,-1.4
07-01-17_1620_1650,-2.8
07-01-17_1680_1710,-2.2
07-01-17_1710_1740,-3.2
07-01-17_1800_1830,-1.2
07-01-17_1830_1860,1.1
07-01-17_1980_2010,-2.7
07-01-17_2010_2040,-0.1
07-01-17_2040_2070,-4.6
07-01-17_2070_2100,-5.6
07-01-31_150_180,-5.8
07-01-31_210_240,-3.4
07-01-31_360_390,-4.1
07-01-31_390_420,-5.4
07-01-31_540_570,-4.8
07-01-31_570_600,-5.8
07-01-31_600_630,-1.6
07-01-31_720_750,4.9
07-01-31_750_780,5.5
07-01-31_780_810,4.6
07-01-31_840_870,6.7
07-01-31_870_900,7.1
07-01-31_900_930,5.1
07-01-31_930_960,5.7
07-01-31_960_990,2.7
07-01-31_1020_1050,-0.4
07-01-31_1080_1110,4.6
07-01-31_1110_1140,5.8
07-01-31_1200_1230,0.3
07-01-31_1230_1260,-2.2
07-01-31_1260_1290,2.8
07-01-31_1290_1320,0.1
07-01-31_1350_1380,1.5
07-01-31_1380_1410,6.3
07-01-31_1440_1470,-0.8
07-01-31_1470_1500,-2
07-01-31_1530_1560,2.9
07-01-31_1560_1590,0.4
07-01-31_1590_1620,2.7
07-01-31_1620_1650,0
07-01-31_1650_1680,6.1
07-01-31_1680_1710,6
07-01-31_1710_1740,4.3
07-01-31_1740_1770,4.8
07-01-31_1770_1800,-4.1
07-01-31_1800_1830,0
07-01-31_1830_1860,2.9
07-01-31_1920_1950,-3.1
07-01-31_1950_1980,0.1
07-01-31_1980_2010,1
07-01-31_2040_2070,3.5
07-01-31_2070_2100,-2.6
07-01-31_2100_2130,-1.3
07-01-31_2130_2160,2.1
07-01-31_2160_2190,3.1
07-01-31_2220_2250,-0.5
07-01-31_2250_2280,-0.5
07-01-31_2280_2310,-4.1
07-02-14_270_300,-2.2
07-02-14_330_360,-2.1
07-02-14_390_420,-5.2
07-02-14_480_510,-3.9
07-02-14_510_540,-4
07-02-14_540_570,-5.6
07-02-14_630_660,-5
07-02-14_660_690,-5.3
07-02-14_720_750,-0.3
07-02-14_750_780,-3.7
07-02-14_780_810,-3.8
07-02-14_810_840,1.9
07-02-14_870_900,0.8
07-02-14_900_930,3
07-02-14_930_960,3.9
07-02-14_960_990,-0.1
07-02-14_1020_1050,-1.5
07-02-14_1050_1080,-1.8
07-02-14_1110_1140,-0.2
07-02-14_1140_1170,-1.9
07-02-14_1170_1200,-3
07-02-14_1200_1230,1.1
07-02-14_1230_1260,0.8
07-02-14_1260_1290,4
07-02-14_1290_1320,-0.9
07-02-14_1380_1410,-2.5
07-02-14_1410_1440,4.7
07-02-14_1440_1470,3.3
07-02-14_1500_1530,-0.6
07-02-14_1560_1590,-2.7
07-02-14_1590_1620,-2.2
07-02-14_1620_1650,-1.8
07-02-14_1800_1830,-2.6
07-02-14_1860_1890,-3.4
07-02-14_1920_1950,1.3
07-02-14_1950_1980,1.8
07-02-14_2010_2040,2.1
07-02-14_2070_2100,0.4
07-02-14_2130_2160,-1.8
07-02-14_2160_2190,2.6
07-02-14_2190_2220,1.1
07-02-14_2220_2250,-0.8
07-02-14_2280_2310,-7.5
07-02-14_2340_2370,-4.7
07-02-21_180_210,-3
07-02-21_210_240,0.2
07-02-21_240_270,5.8
07-02-21_270_300,0.7
07-02-21_330_360,-2.8
07-02-21_420_450,-0.5
07-02-21_450_480,2.8
07-02-21_480_510,4.6
07-02-21_510_540,5.7
07-02-21_600_630,2.4
07-02-21_630_660,7
07-02-21_660_690,-4.4
07-02-21_750_780,5.4
07-02-21_780_810,6.1
07-02-21_840_870,3.9
07-02-21_930_960,6.8
07-02-21_960_990,6.2
07-02-21_990_1020,5.6
07-02-21_1020_1050,4.8
07-02-21_1050_1080,3.9
07-02-21_1110_1140,4.8
07-02-21_1140_1170,4
07-02-21_1170_1200,3.7
07-02-21_1200_1230,5.9
07-02-21_1230_1260,6.7
07-02-21_1290_1320,1
07-02-21_1380_1410,3.1
07-02-21_1410_1440,6
07-02-21_1440_1470,3
07-02-21_1500_1530,3.1
07-02-21_1590_1620,4.6
07-02-21_1620_1650,5.4
07-02-21_1650_1680,4.6
07-02-21_1680_1710,4.1
07-02-21_1710_1740,2
07-02-21_1740_1770,7.5
07-02-21_1770_1800,4.7
07-02-21_1800_1830,2.3
07-02-21_1830_1860,6.4
07-02-21_1890_1920,0.6
07-02-21_1920_1950,5.7
07-02-21_1950_1980,6.8
07-02-21_2010_2040,4
07-02-21_2070_2100,6.4
07-02-21_2130_2160,2.1
07-02-21_2160_2190,-1.9
07-02-21_2190_2220,2.9
07-02-28_210_240,-2.5
07-02-28_300_330,-0.3
07-02-28_390_420,2.8
07-02-28_420_450,-3.2
07-02-28_450_480,-0.9
07-02-28_480_510,-3.8
07-02-28_510_540,-5
07-02-28_540_570,-1.1
07-02-28_600_630,2
07-02-28_630_660,-0.6
07-02-28_660_690,-0.9
07-02-28_750_780,0.2
07-02-28_780_810,1.4
07-02-28_810_840,-0.1
07-02-28_870_900,3.5
07-02-28_900_930,6.1
07-02-28_960_990,0.8
07-02-28_990_1020,-4.7
07-02-28_1020_1050,-4.4
07-02-28_1050_1080,2.9
07-02-28_1110_1140,-4.5
07-02-28_1170_1200,1.7
07-02-28_1200_1230,-1.4
07-02-28_1230_1260,1.2
07-02-28_1260_1290,-6.9
07-02-28_1350_1380,5.8
07-02-28_1440_1470,1.2
07-02-28_1470_1500,4.3
07-02-28_1500_1530,5.4
07-02-28_1530_1560,3.3
07-02-28_1560_1590,-0.5
07-02-28_1590_1620,5
07-02-28_1620_1650,-1.9
07-02-28_1650_1680,4.4
07-02-28_1680_1710,1.1
07-02-28_1740_1770,2.6
07-02-28_1770_1800,-5.1
07-02-28_1830_1860,-0.3
07-02-28_1860_1890,-1.9
07-02-28_1890_1920,-0.6
07-02-28_1920_1950,0.4
07-02-28_1950_1980,-1.9
07-02-28_1980_2010,-4.2
07-02-28_2070_2100,-2.9
07-02-28_2160_2190,4.4
07-02-28_2190_2220,-3.9
07-02-28_2250_2280,-4.3
07-03-28_150_180,-5.8
07-03-28_270_300,-3.5
07-03-28_360_390,-3.9
07-03-28_450_480,-2.8
07-03-28_510_540,-1.1
07-03-28_570_600,-4.1
07-03-28_600_630,0
07-03-28_630_660,0.8
07-03-28_660_690,5.5
07-03-28_720_750,-2.7
